"","counts","tfidf","positivity","negativity","sentiment","words"
"1387",1,0.277495361677662,0,0.00175131348511384,0,"eduardo"
"1388",1,0.0487092922093768,0,0.00175131348511384,0,"educate"
"1389",2,0.24925226746942,0.00350262697022767,0,Inf,"educated"
"1390",1,0.0554990723355324,0,0.00175131348511384,0,"education"
"1391",1,0.0863900654279514,0.00175131348511384,0,Inf,"eek"
"1392",1,0.0963931256353984,0,0.00175131348511384,0,"eff"
"1393",1,0.0832486085032986,0,0.00175131348511384,0,"effective"
"1394",1,0.352205651360109,0.00175131348511384,0,Inf,"effectively"
"1395",1,0.295398288237511,0.00175131348511384,0,Inf,"efficiency"
"1396",7,2.35212560641976,0.00875656742556918,0.00350262697022767,2.5,"efficient"
"1397",1,0.704411302720219,0,0.00175131348511384,0,"effin"
"1398",4,0.622996357206665,0,0.00700525394045534,0,"effort"
"1399",1,0.166497217006597,0.00175131348511384,0,Inf,"efforts"
"1400",1,0.0683384099653944,0.00175131348511384,0,Inf,"effortshe"
"1401",1,0.315770583978029,0,0.00175131348511384,0,"ehhh"
"1402",4,0.433259580256236,0.00350262697022767,0.00350262697022767,1,"eight"
"1403",26,2.58758027285853,0.00875656742556918,0.0367775831873905,0.238095238095238,"either"
"1404",1,0.315770583978029,0.00175131348511384,0,Inf,"elated"
"1405",2,0.359111644524033,0.00350262697022767,0,Inf,"elbow"
"1406",1,0.0487092922093768,0,0.00175131348511384,0,"electric"
"1407",3,0.332546895971238,0.00175131348511384,0.00350262697022767,0.5,"electronic"
"1408",2,0.124154065046321,0,0.00350262697022767,0,"electronically"
"1409",5,0.22795603129619,0.00175131348511384,0.00700525394045534,0.25,"electronics"
"1410",1,0.0575933769519676,0,0.00175131348511384,0,"elevated"
"1411",1,0.100630186102888,0,0.00175131348511384,0,"elf"
"1412",1,0.127185374102262,0,0.00175131348511384,0,"eligibility"
"1413",8,0.63695109725438,0.00525394045534151,0.00875656742556918,0.6,"eligible"
"1414",39,3.02595276300147,0.0175131348511384,0.0507880910683012,0.344827586206897,"else"
"1415",1,0.0497681898661024,0,0.00175131348511384,0,"elses"
"1416",5,1.37502760830746,0.00175131348511384,0.00700525394045534,0.25,"elsewhere"
"1417",15,2.12404104321412,0.00700525394045534,0.0192644483362522,0.363636363636364,"email"
"1418",1,0.060245703522124,0,0.00175131348511384,0,"emailing"
"1419",3,0.355950930502025,0.00350262697022767,0.00175131348511384,2,"emails"
"1420",1,0.166497217006597,0.00175131348511384,0,Inf,"embarrassing"
"1421",1,0.0832486085032986,0,0.00175131348511384,0,"embedded"
"1422",5,0.600476115007752,0.00350262697022767,0.00525394045534151,0.666666666666667,"emergency"
"1423",1,0.53866746678605,0.00175131348511384,0,Inf,"emily"
"1424",1,0.0575933769519676,0,0.00175131348511384,0,"emotion"
"1425",1,0.0683384099653944,0.00175131348511384,0,Inf,"empathized"
"1426",3,0.204854535296611,0,0.00525394045534151,0,"employ"
"1427",3,0.28349535505559,0,0.00525394045534151,0,"employed"
"1428",51,3.84062981008541,0.0245183887915937,0.0647985989492119,0.378378378378378,"employee"
"1429",73,5.86987522598671,0.0297723292469352,0.0980735551663748,0.303571428571429,"employees"
"1430",2,0.258502359710626,0.00175131348511384,0.00175131348511384,1,"employer"
"1431",1,0.223349925252752,0.00175131348511384,0,Inf,"employers"
"1432",1,0.277495361677662,0,0.00175131348511384,0,"employes"
"1433",1,0.115915783991935,0.00175131348511384,0,Inf,"employment"
"1434",1,0.114466836692036,0,0.00175131348511384,0,"empowered"
"1435",1,0.381556122306785,0.00175131348511384,0,Inf,"emptiest"
"1436",7,1.326957830536,0.00175131348511384,0.010507880910683,0.166666666666667,"empty"
"1437",2,0.0974185844187537,0,0.00350262697022767,0,"encounter"
"1438",5,0.43501620535042,0.00350262697022767,0.00525394045534151,0.666666666666667,"encountered"
"1439",1,0.0796291037857639,0.00175131348511384,0,Inf,"encourage"
"1440",22,1.95375734201718,0.010507880910683,0.0280210157618214,0.375,"end"
"1441",27,2.12998893784026,0.0157618213660245,0.031523642732049,0.5,"ended"
"1442",1,0.11032948114895,0,0.00175131348511384,0,"ending"
"1443",1,0.704411302720219,0,0.00175131348511384,0,"endlessly"
"1444",1,0.0594632917880704,0.00175131348511384,0,Inf,"endowai"
"1445",1,0.366293877414514,0,0.00175131348511384,0,"ends"
"1446",1,0.125443108703601,0,0.00175131348511384,0,"enduring"
"1447",1,0.203496598563619,0.00175131348511384,0,Inf,"energetic"
"1448",1,0.132715172976273,0.00175131348511384,0,Inf,"energy"
"1449",1,0.0236014096272238,0,0.00175131348511384,0,"enforcement"
"1450",1,0.118926583576141,0.00175131348511384,0,Inf,"engage"
"1451",1,0.176102825680055,0.00175131348511384,0,Inf,"engaged"
"1452",1,0.416243042516493,0,0.00175131348511384,0,"engaging"
"1453",1,0.0396421945253803,0.00175131348511384,0,Inf,"engineer"
"1454",6,0.712060456185569,0.00175131348511384,0.00875656742556918,0.2,"enjoy"
"1455",1,0.10773349335721,0.00175131348511384,0,Inf,"enjoyable"
"1456",1,0.212961556636345,0.00175131348511384,0,Inf,"enjoyed"
"1457",30,1.88206584050107,0.010507880910683,0.042031523642732,0.25,"enough"
"1458",1,0.122097959138171,0.00175131348511384,0,Inf,"enraged"
"1459",1,0.0663575864881366,0,0.00175131348511384,0,"enroll"
"1460",6,0.811684655280159,0.00350262697022767,0.00700525394045534,0.5,"ensure"
"1461",2,0.169603336241473,0,0.00350262697022767,0,"ensured"
"1462",1,0.0467211578334839,0,0.00175131348511384,0,"ensures"
"1463",1,0.179555822262017,0.00175131348511384,0,Inf,"ensuring"
"1464",7,0.295384008491621,0.00525394045534151,0.00700525394045534,0.75,"enter"
"1465",5,0.61342181303728,0.00175131348511384,0.00700525394045534,0.25,"entered"
"1466",2,0.175618682582645,0.00175131348511384,0.00175131348511384,1,"entering"
"1467",1,0.0863900654279514,0.00175131348511384,0,Inf,"entertaining"
"1468",1,0.140882260544044,0,0.00175131348511384,0,"enthusiastic"
"1469",15,1.07965894650598,0.00875656742556918,0.0175131348511384,0.5,"entire"
"1470",7,0.610257814459193,0.00175131348511384,0.010507880910683,0.166666666666667,"entirely"
"1471",1,0.315770583978029,0,0.00175131348511384,0,"entitlement"
"1472",1,0.176102825680055,0.00175131348511384,0,Inf,"entrance"
"1473",2,0.277495361677662,0.00350262697022767,0,Inf,"entrepreneurs"
"1474",1,0.0575933769519676,0,0.00175131348511384,0,"entry"
"1475",3,0.081519408920144,0,0.00525394045534151,0,"env"
"1476",2,0.209162741932381,0,0.00350262697022767,0,"envious"
"1477",2,0.0995363797322048,0,0.00350262697022767,0,"epilogue"
"1478",1,0.295398288237511,0,0.00175131348511384,0,"equally"
"1479",7,0.935172534473228,0.00525394045534151,0.00700525394045534,0.75,"equipment"
"1480",5,1.44202258684125,0.00175131348511384,0.00700525394045534,0.25,"equivalent"
"1481",3,0.190589398092187,0.00175131348511384,0.00350262697022767,0.5,"erase"
"1482",13,1.48449623707115,0.0192644483362522,0.00350262697022767,5.5,"eric"
"1483",8,0.188811277017791,0,0.0140105078809107,0,"erich"
"1484",1,0.0236014096272238,0,0.00175131348511384,0,"erichs"
"1485",1,0.055164740574475,0.00175131348511384,0,Inf,"eris"
"1486",1,0.0744499750842508,0,0.00175131348511384,0,"errands"
"1487",1,0.130819241933755,0,0.00175131348511384,0,"errogant"
"1488",7,0.370636214451972,0.00175131348511384,0.010507880910683,0.166666666666667,"error"
"1489",1,0.0594632917880704,0.00175131348511384,0,Inf,"errors"
"1490",10,0.975335679841159,0.00700525394045534,0.010507880910683,0.666666666666667,"especially"
"1491",1,0.169580498803016,0,0.00175131348511384,0,"essentially"
"1492",1,0.10773349335721,0.00175131348511384,0,Inf,"establish"
"1493",1,0.127185374102262,0.00175131348511384,0,Inf,"establishment"
"1494",1,0.0453334006701131,0,0.00175131348511384,0,"establishments"
"1495",1,0.0457867346768142,0.00175131348511384,0,Inf,"estate"
"1496",1,0.416243042516493,0,0.00175131348511384,0,"estimate"
"1497",1,0.295398288237511,0,0.00175131348511384,0,"estimated"
"1498",1,0.176102825680055,0.00175131348511384,0,Inf,"estimation"
"1499",24,1.47559134631686,0.00700525394045534,0.0350262697022767,0.2,"etc"
"1500",1,0.0497681898661024,0,0.00175131348511384,0,"eternal"
"1501",1,0.152622448922714,0.00175131348511384,0,Inf,"ethic"
"1502",2,0.0452298672958645,0,0.00350262697022767,0,"ethical"
"1503",1,0.327048104834387,0,0.00175131348511384,0,"ethics"
"1504",2,0.0974185844187537,0,0.00350262697022767,0,"etiquette"
"1505",1,0.0995363797322048,0,0.00175131348511384,0,"europe"
"1506",1,0.0396421945253803,0.00175131348511384,0,Inf,"evah"
"1507",1,0.0627215543518003,0,0.00175131348511384,0,"evaluate"
"1508",1,0.0497681898661024,0,0.00175131348511384,0,"eve"
"1509",165,6.72391872308952,0.0770577933450088,0.211908931698774,0.363636363636364,"even"
"1510",6,0.89106322468012,0.00525394045534151,0.00525394045534151,1,"evening"
"1511",1,0.179555822262017,0,0.00175131348511384,0,"evenings"
"1512",2,0.0846305693700684,0,0.00350262697022767,0,"events"
"1513",3,0.168192721810832,0.00175131348511384,0.00350262697022767,0.5,"eventually"
"1514",87,7.7891904750203,0.0385288966725044,0.113835376532399,0.338461538461538,"ever"
"1515",49,2.72206938696488,0.0367775831873905,0.0490367775831874,0.75,"every"
"1516",3,0.436210492281092,0.00525394045534151,0,Inf,"everybody"
"1517",1,0.269333733393025,0.00175131348511384,0,Inf,"everyday"
"1518",32,3.76298721341408,0.0297723292469352,0.0262697022767075,1.13333333333333,"everyone"
"1519",1,0.0594632917880704,0.00175131348511384,0,Inf,"everyones"
"1520",67,4.91013774614005,0.0788091068301226,0.0385288966725044,2.04545454545455,"everything"
"1521",1,0.0880514128400273,0,0.00175131348511384,0,"everytime"
"1522",1,0.228933673384071,0.00175131348511384,0,Inf,"everyway"
"1523",2,0.187400761737456,0.00175131348511384,0.00175131348511384,1,"everywhere"
"1524",1,0.0399884145649032,0,0.00175131348511384,0,"evidence"
"1525",1,0.132715172976273,0.00175131348511384,0,Inf,"evident"
"1526",2,0.258230479505197,0,0.00350262697022767,0,"evidently"
"1527",1,0.0418143695678669,0,0.00175131348511384,0,"evil"
"1528",4,0.410790805985579,0.00175131348511384,0.00525394045534151,0.333333333333333,"exact"
"1529",15,2.06231198951336,0.010507880910683,0.0157618213660245,0.666666666666667,"exactly"
"1530",1,0.0575933769519676,0,0.00175131348511384,0,"exaggerating"
"1531",1,0.0375301103908313,0,0.00175131348511384,0,"examination"
"1532",6,1.27113202923392,0.00350262697022767,0.00700525394045534,0.5,"example"
"1533",2,0.181125302018747,0,0.00350262697022767,0,"examples"
"1534",2,0.45736276980145,0,0.00350262697022767,0,"exceed"
"1535",2,0.125982192051936,0.00175131348511384,0.00175131348511384,1,"exceeded"
"1536",1,0.0693738404194155,0,0.00175131348511384,0,"exceedingly"
"1537",1,0.0963931256353984,0.00175131348511384,0,Inf,"excellence"
"1538",25,3.27815965864984,0.0350262697022767,0.00875656742556918,4,"excellent"
"1539",7,0.346282593119795,0.00350262697022767,0.00875656742556918,0.4,"except"
"1540",4,0.522855115725259,0,0.00700525394045534,0,"exception"
"1541",4,0.697103767860382,0.00700525394045534,0,Inf,"exceptional"
"1542",1,0.179555822262017,0.00175131348511384,0,Inf,"exceptionally"
"1543",12,1.85840129566573,0.00350262697022767,0.0175131348511384,0.2,"exchange"
"1544",5,1.42024974342097,0.00525394045534151,0.00350262697022767,1.5,"exchanged"
"1545",2,0.257600429537774,0,0.00350262697022767,0,"exchanges"
"1546",1,0.0494991726235829,0,0.00175131348511384,0,"exchanging"
"1547",8,0.571580536483359,0.00350262697022767,0.010507880910683,0.333333333333333,"excited"
"1548",1,0.0554990723355324,0,0.00175131348511384,0,"exclaimed"
"1549",1,0.0497681898661024,0,0.00175131348511384,0,"exclusive"
"1550",1,0.130819241933755,0,0.00175131348511384,0,"exclusively"
"1551",1,0.0418143695678669,0,0.00175131348511384,0,"excrement"
"1552",6,0.485744008121657,0.00350262697022767,0.00700525394045534,0.5,"excuse"
"1553",1,0.109016034944796,0,0.00175131348511384,0,"executive"
"1554",2,0.248604858982487,0.00350262697022767,0,Inf,"exemplary"
"1555",1,0.123747931558957,0,0.00175131348511384,0,"exemployee"
"1556",1,0.0575933769519676,0,0.00175131348511384,0,"exhibit"
"1557",1,0.234803767573406,0.00175131348511384,0,Inf,"exhibited"
"1558",2,0.214492810181591,0.00175131348511384,0.00175131348511384,1,"exist"
"1559",2,0.137018373725757,0,0.00350262697022767,0,"existence"
"1560",5,0.442288241307066,0.00175131348511384,0.00700525394045534,0.25,"existing"
"1561",1,0.26163848386751,0,0.00175131348511384,0,"exists"
"1562",2,0.131602767634298,0,0.00350262697022767,0,"exit"
"1563",1,1.83146938707257,0.00175131348511384,0,Inf,"exoregon"
"1564",13,1.69292646785338,0.00175131348511384,0.021015761821366,0.0833333333333333,"expect"
"1565",2,0.333786734361379,0,0.00350262697022767,0,"expectation"
"1566",2,0.300162116669196,0.00175131348511384,0.00175131348511384,1,"expectations"
"1567",8,0.996188474697579,0.00700525394045534,0.00700525394045534,1,"expected"
"1568",2,0.241651813602442,0.00175131348511384,0.00175131348511384,1,"expecting"
"1569",1,0.179555822262017,0,0.00175131348511384,0,"expedite"
"1570",1,0.106480778318173,0,0.00175131348511384,0,"expedited"
"1571",11,0.623738296210888,0.00175131348511384,0.0175131348511384,0.1,"expensive"
"1572",1,0.352205651360109,0,0.00175131348511384,0,"expensivei"
"1573",1,0.26163848386751,0.00175131348511384,0,Inf,"experiance"
"1574",119,7.12880733078958,0.0980735551663748,0.110332749562172,0.888888888888889,"experience"
"1575",8,0.700563778893041,0.00350262697022767,0.010507880910683,0.333333333333333,"experienced"
"1576",10,1.00116142846554,0.010507880910683,0.00700525394045534,1.5,"experiences"
"1577",1,0.127185374102262,0.00175131348511384,0,Inf,"experiencing"
"1578",1,0.0418143695678669,0,0.00175131348511384,0,"experiment"
"1579",2,0.358749909495001,0.00175131348511384,0.00175131348511384,1,"expert"
"1580",1,0.436064139779183,0.00175131348511384,0,Inf,"experts"
"1581",1,0.366293877414514,0.00175131348511384,0,Inf,"expire"
"1582",3,0.347614461607454,0,0.00525394045534151,0,"expired"
"1583",3,0.19635124834032,0,0.00525394045534151,0,"expires"
"1584",21,1.10081874087202,0.010507880910683,0.0262697022767075,0.4,"explain"
"1585",36,1.86820078413696,0.0262697022767075,0.0367775831873905,0.714285714285714,"explained"
"1586",8,1.45518986960833,0.00875656742556918,0.00525394045534151,1.66666666666667,"explaining"
"1587",1,0.147699144118756,0,0.00175131348511384,0,"explainmy"
"1588",1,0.0479442247924756,0,0.00175131348511384,0,"explains"
"1589",4,0.19232215080105,0.00350262697022767,0.00350262697022767,1,"explanation"
"1590",1,0.0649457229458358,0.00175131348511384,0,Inf,"explanations"
"1591",1,0.0319071321789646,0,0.00175131348511384,0,"exploding"
"1592",1,0.0319071321789646,0,0.00175131348511384,0,"explore"
"1593",1,0.0649457229458358,0.00175131348511384,0,Inf,"exploring"
"1594",1,0.0944056385088953,0,0.00175131348511384,0,"express"
"1595",2,0.115033341708389,0,0.00350262697022767,0,"expressed"
"1596",1,0.0285275605463017,0,0.00175131348511384,0,"extend"
"1597",5,1.10606756892691,0.00175131348511384,0.00700525394045534,0.25,"extended"
"1598",2,0.319756630741575,0,0.00350262697022767,0,"extending"
"1599",1,0.208121521258246,0.00175131348511384,0,Inf,"extension"
"1600",1,0.0236014096272238,0,0.00175131348511384,0,"extortion"
"1601",27,2.24979381161036,0.010507880910683,0.0367775831873905,0.285714285714286,"extra"
"1602",1,0.143083545865044,0,0.00175131348511384,0,"extract"
"1603",3,0.410889735492019,0,0.00525394045534151,0,"extras"
"1604",3,0.282685630213596,0.00350262697022767,0.00175131348511384,2,"extreme"
"1605",25,4.2480473568587,0.0262697022767075,0.0175131348511384,1.5,"extremely"
"1606",2,0.283907662946452,0,0.00350262697022767,0,"eye"
"1607",7,0.513870790429973,0.00350262697022767,0.00875656742556918,0.4,"eyes"
"1608",1,0.152622448922714,0.00175131348511384,0,Inf,"fabian"
"1609",2,0.392000653644439,0.00350262697022767,0,Inf,"fabulous"
"1610",9,0.988550422141774,0.00700525394045534,0.00875656742556918,0.8,"face"
"1611",2,0.0850815006544997,0.00175131348511384,0.00175131348511384,1,"facebook"
"1612",1,0.132715172976273,0.00175131348511384,0,Inf,"facebooking"
"1613",1,0.0934423156669678,0.00175131348511384,0,Inf,"facecool"
"1614",4,0.504622751429491,0.00175131348511384,0.00525394045534151,0.333333333333333,"faced"
"1615",1,0.0236014096272238,0,0.00175131348511384,0,"faces"
"1616",16,0.845433271600914,0.00700525394045534,0.021015761821366,0.333333333333333,"fact"
"1617",2,0.309664386598296,0.00175131348511384,0.00175131348511384,1,"factor"
"1618",5,0.273433484542505,0.00525394045534151,0.00350262697022767,1.5,"factory"
"1619",5,0.640626956098788,0.00175131348511384,0.00700525394045534,0.25,"fail"
"1620",6,0.719093820837431,0.00175131348511384,0.00875656742556918,0.2,"failed"
"1621",2,0.121079161705234,0.00175131348511384,0.00175131348511384,1,"fails"
"1622",2,0.126308233591212,0,0.00350262697022767,0,"failure"
"1623",1,0.0631541167956058,0,0.00175131348511384,0,"failures"
"1624",3,0.139921474991124,0,0.00525394045534151,0,"fair"
"1625",3,0.425946624448595,0.00525394045534151,0,Inf,"fairly"
"1626",2,0.257953434798953,0,0.00350262697022767,0,"fairness"
"1627",1,0.155209270090896,0.00175131348511384,0,Inf,"faith"
"1628",3,0.459436781416988,0.00350262697022767,0.00175131348511384,2,"fake"
"1629",4,0.416804335754906,0.00350262697022767,0.00350262697022767,1,"fall"
"1630",1,0.109016034944796,0,0.00175131348511384,0,"falling"
"1631",3,0.112113662122074,0,0.00525394045534151,0,"false"
"1632",1,0.0963931256353984,0,0.00175131348511384,0,"fam"
"1633",25,1.84175210346248,0.0245183887915937,0.0192644483362522,1.27272727272727,"family"
"1634",5,0.436239013031703,0.00525394045534151,0.00350262697022767,1.5,"fan"
"1635",1,0.218032069889592,0,0.00175131348511384,0,"fantasia"
"1636",12,3.21861398337256,0.0175131348511384,0.00350262697022767,5,"fantastic"
"1637",1,0.10773349335721,0.00175131348511384,0,Inf,"fantastically"
"1638",20,1.48893836051503,0.0122591943957968,0.0227670753064799,0.538461538461538,"far"
"1639",1,0.0457867346768142,0.00175131348511384,0,Inf,"fared"
"1640",1,0.069903411720327,0,0.00175131348511384,0,"fargo"
"1641",1,0.295398288237511,0.00175131348511384,0,Inf,"farso"
"1642",1,0.0906668013402262,0.00175131348511384,0,Inf,"farther"
"1643",2,0.0570551210926034,0,0.00350262697022767,0,"fascinate"
"1644",3,0.658004378438163,0.00175131348511384,0.00350262697022767,0.5,"fashion"
"1645",18,2.50735683650538,0.021015761821366,0.010507880910683,2,"fast"
"1646",3,0.342677322823071,0.00175131348511384,0.00350262697022767,0.5,"faster"
"1647",1,0.247495863117915,0,0.00175131348511384,0,"fastest"
"1648",1,0.0769524952551499,0,0.00175131348511384,0,"fat"
"1649",11,0.827974047720108,0.00525394045534151,0.0140105078809107,0.375,"fault"
"1650",3,0.177442373808056,0,0.00525394045534151,0,"faulty"
"1651",3,0.524335798211904,0,0.00525394045534151,0,"favor"
"1652",4,1.4658861347076,0.00525394045534151,0.00175131348511384,3,"favorite"
"1653",1,0.0284389656377728,0,0.00175131348511384,0,"fax"
"1654",1,0.0863900654279514,0,0.00175131348511384,0,"fcc"
"1655",1,0.0399884145649032,0,0.00175131348511384,0,"fear"
"1656",1,0.0558374813131881,0,0.00175131348511384,0,"feasible"
"1657",1,0.0431950327139757,0,0.00175131348511384,0,"feature"
"1658",6,1.04317019238066,0.00350262697022767,0.00700525394045534,0.5,"features"
"1659",1,0.0944056385088953,0,0.00175131348511384,0,"february"
"1660",2,0.226876211639779,0.00175131348511384,0.00175131348511384,1,"fed"
"1661",1,0.138747680838831,0,0.00175131348511384,0,"federal"
"1662",3,0.273360202371534,0,0.00525394045534151,0,"fedex"
"1663",31,1.65775941564923,0.00175131348511384,0.0525394045534151,0.0333333333333333,"fee"
"1664",1,0.0497681898661024,0,0.00175131348511384,0,"feedback"
"1665",31,1.99972957489569,0.0140105078809107,0.0402802101576182,0.347826086956522,"feel"
"1666",5,0.416649820271402,0.00700525394045534,0.00175131348511384,4,"feeling"
"1667",1,0.0906668013402262,0,0.00175131348511384,0,"feelings"
"1668",2,0.209191122223009,0.00350262697022767,0,Inf,"feels"
"1669",19,0.936642166576029,0,0.0332749562171629,0,"fees"
"1670",1,0.0627215543518003,0,0.00175131348511384,0,"feet"
"1671",3,0.188445805115601,0.00175131348511384,0.00350262697022767,0.5,"fell"
"1672",2,0.0760999248731902,0.00350262697022767,0,Inf,"fellow"
"1673",22,1.49953712737484,0.0157618213660245,0.0227670753064799,0.692307692307692,"felt"
"1674",9,1.01022814359988,0,0.0157618213660245,0,"female"
"1675",1,0.0654096209668775,0.00175131348511384,0,Inf,"fence"
"1676",1,0.11032948114895,0.00175131348511384,0,Inf,"fend"
"1677",1,0.0517364233636319,0.00175131348511384,0,Inf,"fetal"
"1678",2,0.33682738847219,0.00175131348511384,0.00175131348511384,1,"fiance"
"1679",1,0.0756805531848169,0,0.00175131348511384,0,"fiancé"
"1680",1,0.114466836692036,0,0.00175131348511384,0,"fiddled"
"1681",3,0.314133857138196,0,0.00525394045534151,0,"fight"
"1682",3,1.04995246362679,0.00175131348511384,0.00350262697022767,0.5,"fighting"
"1683",16,1.10409838411871,0.00350262697022767,0.0245183887915937,0.142857142857143,"figure"
"1684",7,0.319984718998708,0.00350262697022767,0.00875656742556918,0.4,"figured"
"1685",2,0.0595189674526455,0.00175131348511384,0.00175131348511384,1,"figuring"
"1686",2,0.177664090020132,0.00175131348511384,0.00175131348511384,1,"file"
"1687",1,0.305244897845428,0.00175131348511384,0,Inf,"files"
"1688",11,0.608493153916888,0.00525394045534151,0.0140105078809107,0.375,"final"
"1689",66,3.62962582905897,0.0245183887915937,0.0910683012259194,0.269230769230769,"finally"
"1690",1,0.0236014096272238,0,0.00175131348511384,0,"financially"
"1691",53,4.06418395503891,0.031523642732049,0.0612959719789842,0.514285714285714,"find"
"1692",3,0.405106262122178,0.00350262697022767,0.00175131348511384,2,"finding"
"1693",12,0.518646723818038,0.00525394045534151,0.0157618213660245,0.333333333333333,"fine"
"1694",5,0.261262407155874,0,0.00875656742556918,0,"fing"
"1695",2,0.245526614855935,0,0.00350262697022767,0,"finish"
"1696",2,0.134139736591425,0,0.00350262697022767,0,"finished"
"1697",1,0.0594632917880704,0.00175131348511384,0,Inf,"finishes"
"1698",1,0.113053665868677,0,0.00175131348511384,0,"finishing"
"1699",1,0.436064139779183,0,0.00175131348511384,0,"fire"
"1700",1,0.0678321995212063,0,0.00175131348511384,0,"fired"
"1701",83,3.4590107335114,0.0472854640980736,0.0980735551663748,0.482142857142857,"first"
"1702",1,0.122097959138171,0.00175131348511384,0,Inf,"firstbig"
"1703",1,0.127185374102262,0,0.00175131348511384,0,"fishy"
"1704",4,0.377102226296873,0.00350262697022767,0.00350262697022767,1,"fit"
"1705",1,0.0995363797322048,0,0.00175131348511384,0,"fitbit"
"1706",1,0.352205651360109,0,0.00175131348511384,0,"fitchburg"
"1707",13,1.19756799874657,0.00875656742556918,0.0140105078809107,0.625,"five"
"1708",26,2.72109739022884,0.0122591943957968,0.0332749562171629,0.368421052631579,"fix"
"1709",23,4.27887251879703,0.0175131348511384,0.0227670753064799,0.769230769230769,"fixed"
"1710",4,0.664320806654055,0.00700525394045534,0,Inf,"fixing"
"1711",1,0.132715172976273,0,0.00175131348511384,0,"flag"
"1712",3,0.587987946463473,0,0.00525394045534151,0,"flamingo"
"1713",1,0.0427913408194525,0,0.00175131348511384,0,"flamingosandhill"
"1714",2,0.188925567550611,0.00350262697022767,0,Inf,"flash"
"1715",4,0.462060928414081,0.00175131348511384,0.00525394045534151,0.333333333333333,"flat"
"1716",1,0.109016034944796,0,0.00175131348511384,0,"flaw"
"1717",1,0.208121521258246,0,0.00175131348511384,0,"fleeting"
"1718",1,0.132715172976273,0.00175131348511384,0,Inf,"flight"
"1719",5,0.310797224703491,0,0.00875656742556918,0,"flip"
"1720",1,0.123747931558957,0,0.00175131348511384,0,"flirt"
"1721",4,1.01887644883765,0,0.00700525394045534,0,"flirting"
"1722",7,0.577309037168599,0.00175131348511384,0.010507880910683,0.166666666666667,"floor"
"1723",3,0.279823796000471,0.00175131348511384,0.00350262697022767,0.5,"fly"
"1724",1,0.109016034944796,0,0.00175131348511384,0,"flyer"
"1725",2,0.212744295732593,0,0.00350262697022767,0,"focus"
"1726",2,0.207838927110024,0.00175131348511384,0.00175131348511384,1,"focused"
"1727",1,0.176102825680055,0,0.00175131348511384,0,"focusing"
"1728",1,0.0715417729325222,0,0.00175131348511384,0,"foff"
"1729",8,0.858949227192043,0.00525394045534151,0.00875656742556918,0.6,"folks"
"1730",4,0.988063319871009,0.00175131348511384,0.00525394045534151,0.333333333333333,"follow"
"1731",1,0.0872128279558366,0.00175131348511384,0,Inf,"followed"
"1732",5,0.556129641585755,0.00175131348511384,0.00700525394045534,0.25,"following"
"1733",1,0.128976717399477,0,0.00175131348511384,0,"font"
"1734",2,0.150716082343064,0.00175131348511384,0.00175131348511384,1,"food"
"1735",1,0.339160997606031,0.00175131348511384,0,Inf,"foods"
"1736",1,0.0446699850505505,0,0.00175131348511384,0,"fool"
"1737",1,0.0678321995212063,0,0.00175131348511384,0,"foolishly"
"1738",3,0.526052066713037,0,0.00525394045534151,0,"foot"
"1739",1,0.0995363797322048,0,0.00175131348511384,0,"football"
"1740",3,0.247210281926705,0,0.00525394045534151,0,"force"
"1741",3,0.16454703489847,0.00175131348511384,0.00350262697022767,0.5,"forced"
"1742",1,0.0594632917880704,0.00175131348511384,0,Inf,"forcing"
"1743",1,0.113053665868677,0.00175131348511384,0,Inf,"fore"
"1744",6,1.50459528164861,0.00525394045534151,0.00525394045534151,1,"forever"
"1745",2,0.0910960050459296,0,0.00350262697022767,0,"forget"
"1746",2,0.108062680189929,0,0.00350262697022767,0,"forgot"
"1747",2,0.189530437046054,0.00175131348511384,0.00175131348511384,1,"forgotten"
"1748",1,0.0610489795690856,0.00175131348511384,0,Inf,"fori"
"1749",4,0.362686284291913,0.00175131348511384,0.00525394045534151,0.333333333333333,"form"
"1750",1,0.0487092922093768,0,0.00175131348511384,0,"formed"
"1751",3,0.413911477366046,0.00175131348511384,0.00350262697022767,0.5,"former"
"1752",1,0.0750602207816627,0.00175131348511384,0,Inf,"forms"
"1753",4,0.500060254010489,0.00175131348511384,0.00525394045534151,0.333333333333333,"forth"
"1754",1,0.398145518928819,0,0.00175131348511384,0,"fortunately"
"1755",1,0.212961556636345,0,0.00175131348511384,0,"fortune"
"1756",2,0.0783820810433578,0.00175131348511384,0.00175131348511384,1,"forums"
"1757",4,0.182947749283209,0.00175131348511384,0.00525394045534151,0.333333333333333,"forward"
"1758",1,0.150120441563325,0.00175131348511384,0,Inf,"fotms"
"1759",1,0.508741496409047,0,0.00175131348511384,0,"fought"
"1760",32,3.03316311328568,0.0297723292469352,0.0262697022767075,1.13333333333333,"found"
"1761",10,0.882333246078165,0.00875656742556918,0.00875656742556918,1,"four"
"1762",1,0.0517364233636319,0.00175131348511384,0,Inf,"fourteen"
"1763",2,0.238209352427857,0.00175131348511384,0.00175131348511384,1,"fourth"
"1764",1,0.0649457229458358,0.00175131348511384,0,Inf,"frame"
"1765",4,0.401558136033569,0.00175131348511384,0.00525394045534151,0.333333333333333,"franchise"
"1766",1,0.120491407044248,0,0.00175131348511384,0,"frank"
